,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
1098,"UCPD officer on patrol located an unoccupied parked vehicle that had been reported stolen from Gary, IN",Recovered Vehicle,Closed,1100 E. 55th Dr.,10/27/18 10:23 AM,10/27/18 10:23 AM,18-01073
1099,"Subsequent to a traffic stop, UCPD officer found a small baggie of marijuana in suspect's vehicle / Marijuana inventoried at UCPD HQ for proper disposal",Found Narcotics,Closed,1158 E. Midway Pl.,10/27/18 10:22 AM,10/27/18 10:22 AM,18-01074
1100,Individual transported to UCMED for evaluation and treatment,Mental Health Transport,Closed,Woodlawn between 54th & 55th,10/27/18 11:35 PM,10/27/18 11:35 PM,18-01075
1101,An underage individual became ill after consuming alcoholic beverages was transported to UCMED by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,1116 E. 59th St. (Harper Library),10/28/18 12:28 AM,10/28/18 12:28 AM,18-01076
1102,Sick person transported to UCMED by CFD EMS for evaluation and treatment,Medical Call,Closed,1517 E. 57th St. (Public Way),10/28/18 1:22 AM,10/28/18 1:22 AM,18-01077
1103,An underage individual became ill after consuming alcoholic beverages was transported to UCMED by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,5700 S. University (Public Way),10/28/18 3:05 AM,10/28/18 3:05 AM,18-01078
1104,"Two suspects forcibly took an iPhone from a victim outside of the Blackstone Library / UCPD officers observed the suspects and, after a brief foot chase, took the pair into custody / Suspects turned over to and arrested by CPD officers / iPhone recovered / CPD case JB493694",Information / Robbery,CPD/Arrest,4915 S. Blackstone,10/28/18 2:38 PM,10/28/18 2:38 PM,18-01079
1105,"Unattended, unsecured laptop computer taken from a table in a party room",Theft,Open,6031 S. Ellis (Granville-Grossman RH),10/25/18 5:00 PM to 7:00 PM,10/28/18 3:55 PM,18-01080
1106,"UCPD officer recovered a parked, unoccupied vehicle that was reported stolen to CPD / CPD case JB439116",Recovered Vehicle,CPD,5327 S. Shore Dr.,10/28/18 4:41 PM,10/28/18 4:41 PM,18-01081
1107,Dispute between two staff members,Information,Closed,5700 S. Maryland (CCD),10/28/18 3:45 PM,10/28/18 5:52 PM,18-01082
1108,Secured bicycle taken from bike rack,Theft,Open,1009 E. 57th St. (Snell Hall RH Bike Rack),10/25/18 to 10:28/18 3:00 PM to 10:00 AM,10/28/18 11:29 PM,18-01083
1109,"Individual reports losing an iPhone, wallet, and keys in the parking lot",Lost Property,Closed,1427 E. 60th St. (Press Building Parking Lot),10/27/18 7:30 PM,10/29/18 10:37 AM,18-01084
1110,UCPD officer arrested a suspect for taking merchandise from the off campus retail establishment without paying,Theft,Arrest,1346 E. 53rd St. (Target),10/29/18 5:55 PM,10/29/18 6:01 PM,18-01085
1111,UC Shuttle bus driver turned over property found on shuttle bus for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),10/30/18 8:47 AM,10/30/18 8:47 AM,18-01086
1112,Suspect took a pair of headphones from display in off campus store and fled / Suspect arrested by responding UCPD officer,Theft,Arrest,1451 E. 53rd St.,10/30/18 11:45 AM,10/30/18 11:50 AM,18-01087
1113,Person reported a family member was missing / UCPD located the individual in UCMED receiving treatment for an injury,Information,Closed,49th St. between Kenwood and Dorchester,10/30/18 12:00 PM to 8:30 PM,10/30/18 7:27 PM,18-01088
1114,Cash taken from caf� office,Theft,Open,5700 S. Maryland (Starbucks Caf�),10/31/18 6:00 AM to 1:45 PM,10/31/18 3:04 PM,18-01089
1115,"UC owned vehicle involved in minor traffic crash / Property damage only, no injuries reported / CPD report JB498118",Traffic Crash,Closed,6516 S. Stony Island,10/31/18 6:05 PM,10/31/18 6:06 PM,18-01090
1116,"Three unknown suspects, one armed with a handgun, took a chain and a cell phone from a victim walking on the sidewalk off campus / CPD case",Information / Armed Robbery,CPD,1616 E. 56th St. (Public Way),10/31/18 9:20 PM,10/31/18 9:23 PM,18-01091
1117,Cell phone found on the sidewalk turned over to UCPD for safekeeping,Found Property,Closed,5300 S. Harper,10/30/18 9:15 PM,10/31/18 10:02 PM,18-01092
1118,"A large group of suspects forcibly took a cell phone, wallet, and keys from a victim walking on the sidewalk before fleeing southbound",Robbery,Open,5550 S. University (Public Way),10/31/18 10:30 PM,10/31/18 10:33 PM,18-01093
1119,"An individual walking on the sidewalk was approached by a large group of subjects who, without provocation, struck the victim with their fists before fleeing in various directions / CFD EMS transported the victim to the UCMED for treatment",Aggravated Battery,Open,1115 E. 56th St. (Public Way),1/31/18 10:30 PM,10/31/18 10:41 PM,18-01094
1120,Replica handgun found in shrubbery next to sidewalk / Inventoried at UCPD,Found Property,Closed,1519 E. 53rd St. (Public Way),10/31/18 8:55 PM,10/31/18 8:55 PM,18-01095
1121,A person walking on the sidewalk off campus was approached by a group of individuals who struck him with their fists and took a wallet and cell phone before fleeing on foot / CPD case,Information / Robbery,CPD,1215 E. Hyde Park (Public Way),10/31/18 10:00 PM,10/31/18 10:23 PM,18-01096
1122,Report of attempted scam involving purchase of gift cards,Information,Closed,5800 S. Stony Island (Shapiro Hall),10/29/18 8:25 AM to 10:00 AM,11/1/18 11:40 AM,18-01098
1123,Individual transported to UCMED for evaluation,Mental Health Transport,Closed,5555 S. Woodlawn (Student Resource Center),11/1/18 2:20 PM,11/1/18 2:20 PM,18-10199
1124,"Unattended, unsecured cell phone taken from bench in women's locker room",Theft,Open,5530 S. Ellis (Ratner A.C),11/1/18 8:05 AM to 8:07 AM,11/1/18 3:11 PM,18-01100
1125,Unknown suspect snatched cell phone from the hand of a person walking on the sidewalk off campus / CPD case JB500678,Information / Theft from Person,CPD,1455 E. 56th St. (Public Way),11/2/18 1:25 PM,11/2/18 1:30 PM,18-01101
1126,Unknown person(s) carved a scratch on the passenger's side rear door to the fender,Criminal Damage to Property,Open,950 E. 61st St. (Woodlawn Social Service Center),11/2/18 to 11/3/18 5:00 PM to 9:00 AM,11/3/18 9:20 AM,18-01102
1127,Bicycle secured to light pole taken,Theft,Open,1414 E. 59th St. (I-House - Bike),11/4/18 1:30 AM to 1:20 PM,11/4/18 1:34 PM,18-01103
1128,Wallet taken from pocket of jacket hanging over the back of a chair in restaurant / Subsequent unauthorized use of credit card reported,Theft,Open,1164 E. 55th St. (Restaurant),11/4/18 2:30 PM,11/4/18 2:36 PM,18-01104
1129,UCPD officer observed 4 individuals smoking cannabis / Contraband confiscated and inventoried for proper disposal,Information / Possession of Cannabis,Closed,1112 E. 60th St. (Public Way),11/4/18 10:24 PM,11/4/18 10:24 PM,18-01105
1130,A set of keys on a key ring were found on a UC  shuttle bus and turned over for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),11/5/18 7:26 AM,11/5/18 7:26 AM,18-01106
1131,UC owned vehicle involved in minor traffic crash / No injuries reported,Traffic Crash,Closed,6054 S. Drexel (Parking Structure),11/6/18 7:21 AM,11/6/18 7:21 AM,18-01107
1132,Information regarding a landlord-tenant dispute / Referred for legal assistance,Information,Closed,59th St. near Harper,9/22/18 to 9/30/18 10:00 PM to 10:00 AM,11/6/18 3:09 PM,18-01108
1133,Cash & debit cards taken from wallet left unsecured and unattended in coat in hallway,Theft,Open,5757 S. University (Saieh Hall),11/6/18 1:00 PM to 5:00 PM,11/6/18 5:31 PM,18-01109
1134,Unknown subject in passing vehicle fired a weapon at a Lyft vehicle containing driver and passenger before speeding off / No injuries reported / Vehicle sustained damage /CPD case JB506586,Information / Aggravated Assault,CPD,1206 E. Hyde Park (Public Way),11/6/18 10:20 PM,11/6/18 10:20 PM,18-01110
1135,UCPD officers detained an individual who was armed with a firearm and had menaced other patrons / Weapon recovered / Suspect turned over to and arrested by CPD officers / CPD case JB506581,Assist Other Agency,CPD/Arrest,1750 E. 55th St. (Lounge),11/6/18 10:20 PM,11/6/18 10:32 PM,18-01111
1136,Wheel taken from bicycle secured to bike rack,Theft,Open,5730 S. Ellis (Crerar Library Bike Rack),11/6/18 8:30 PM to 11:50 PM,11/6/18 11:58 PM,18-01112
1137,Wallet taken from unsecured purse left in unlocked 1st floor storage room,Theft,Open,5757 S. University (Saieh Hall),11/6/18 2:25 PM to 4:30 PM,11/7/18 11:15 AM,18-01113
1138,Unattended Tote bag taken from bench in hallway,Theft,Open,5807 S. Woodlawn (Booth School),11/7/18 12:30 PM to 1:00 PM,11/7/18 1:31 PM,18-01114
1139,Staff member documented receipt of two harassing handwritten letters from a known person,Information,Closed,5841 S. Maryland (Goldblatt),10/12/18 and 11/7/18 8:00 AM,11/7/18 2:25 PM,18-01115
1140,An unknown person was seen taking a Fitbit device from a display case and leaving the store without paying,Theft,Open,970 E. 58th St. (Bookstore),11/8/18 10:35 AM,11/8/18 12:56 PM,18-01116
1141,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,6031 S. Ellis (Granville-Grossman RH),10/1/18 unknown times,11/8/18 3:55 PM,CSA Report    18-050
1142,Information relating to harassing emails,Harassment by Electronic Means,Open,5801 S. Ellis (Levi Hall),11/1/18 to 11/3/18 12:01 AM to 12:00 AM,11/8/18 1:00 PM,18-01117
1143,Front tire taken from bike secured to bike rack,Theft,Open,915 E. 60th St. (Logan Center Bike Rack),11/8/18 9:00 AM to 2:00 PM,11/8/18 4:54 PM,18-01118
1144,An underage individual became ill after consuming alcoholic beverages / Treated by CFD EMS,Liquor Law Violation,Referred,5500 S. University (Campus North RH),11/9/18 1:25 AM,11/9/18 1:25 AM,18-01119
1145,A set of keys was turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),11/9/18 1:00 PM,11/9/18 1:00 PM,18-01120
1146,Disturbance between roommates documented,Information / Disturbance,Closed,54th Pl. between Blackstone & Harper,9/27/18 2:00 AM to 2:20 AM,11/9/18 1:56 PM,18-01121
1147,Concealed-carry license violation,Weapon Violation,Referred,850 E. 61st St. (UCPD HQ),11/9/18 3:10 PM,11/9/18 3:10 PM,18-01122
1148,Unknown person entered unsecured room in residence hall and took a laptop computer,Burglary,Open,6031 S. Ellis (Granville-Grossman RH),11/9/18 7:35 AM to 7:45 AM,11/9/18 2:52 PM,18-01123
1149,Individual transported to UCMED for evaluation,Mental Health Transport,Closed,1162 E. 53rd St. (Public Way),11/9/18 11:52 PM,11/9/18 11:52 PM,18-01126
1150,An underage individual became ill after consuming alcoholic beverages / Transported to UCMED by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,1414 E. 59th St. (I-House),11/10/18 12:21 AM,11/10/18 12:21 AM,18-01124
1151,"Two unknown suspects, armed with handguns, took iPhone and car keys from a victim in a residential hallway off campus / Suspects fled in victim's 2005 Buick / CPD case JB510469",Information / Armed Robbery,CPD,Kimbark between 61st & 62nd,11/10/18 12:00 AM,11/10/18 1:22 AM,18-01125
1152,Number generated in error,Void,Void,Void,Void,Void,18-01127
1153,Sick person transported to UCMED by CFD EMS for evaluation and treatment,Medical Call,Closed,1027 E. Hyde Park (Public Way),11/10/18 3:11 AM,11/10/18 3:11 AM,18-01128
1154,UCPD officers arrested a suspect for striking a victim with a bottle at a gas station off campus,Battery,Arrest,5130 S. Lake Park,11/10/18 1:20 PM,11/10/18 1:30 PM,18-01129
1155,Secured bicycle taken from off campus bike rack / Referred to CPD,Information / Theft,Referred,1346 E. 53rd St. (Public Way),11/11/18 to 11/12/18 3:30 PM to 8:00 AM,11/12/18 10:29 AM,18-01130
1156,"Unknown suspect, seeking donation, distracted victim and took a cell phone from the table top in caf�",Theft,Open,5758 S. Maryland (DCAM Caf�),11/12/18 11:30 AM,11/12/18 11:52 AM,18-01131
1157,A staff member found a small baggie of marijuana in patient's room / Substance inventoried by UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),11/12/18 12:45 PM,11/12/18 12:47 PM,18-01132
1158,Two parcels delivered to front desk of residence hall taken by unknown person,Theft,Open,6031 S. Ellis (Granville-Grossman RH),10/18/18 to 11/12/18 12:00 PM to 4:30 PM,11/12/18 4:36 PM,18-01133
1159,Two unknown subjects took property from a victim walking on the sidewalk off campus / CPD case JB513696,Information / Theft from Person,CPD,5517 S. Blackstone (Public Way),11/12/18 7:40 PM,11/12/18 7:53 PM,18-01134
1160,Suspect grabbed victim's cell phone that was placed on top of a copy machine and ran from the store / Responding UCPD officer located and took the suspect into custody / Victim's phone recovered,Theft,Arrest,5420 S. Lake Park (Retail Establishment),11/13/18 11:25 AM,11/13/18 11:30 AM,18-01135
1161,Unknown suspect took three bottles of alcoholic beverages from a cabinet in 5th floor room,Theft,Open,5828 S. University (Pick Hall),11/12/18 5:10 PM,11/13/18 2:10 PM,18-01136
1162,Unknown person(s) punched door lock and removed the audio system from a car parked at the curb,Theft from Motor Vehicle,Open,946 E. Midway Pl. (Public Way),11/13/18 2:45 PM to 9:45 PM,11/13/18 9:46 PM,18-01137
1163,UC owned vehicle involved in minor property damage accident / No injuries reported / 2018-MVA00250,Traffic Crash,Closed,5303 S. Ellis,11/14/18 9:20 AM,11/14/18 9:22 AM,18-01138
1164,A set of keys attached to a UC lanyard found at Metra station and turned over to UCPD for safekeeping,Found Property,Closed,1541 E. Hyde Park (Metra Station),11/14/18 3:36 PM,11/14/18 3:36 PM,18-01139
1165,Unknown suspect fondled a victim walking on the sidewalk off campus and fled to a waiting vehicle that drove off / CPD case JB515910,Information / Sex Offense,CPD,751 E. 61st St. (Public Way),11/14/18 3:50 PM,11/14/18 4:02 PM,18-01140
1166,Individual lost iPhone at some unknown location as they walked around campus,Lost Property,Closed,Unknown (UC Campus),11/13/18 5:30 PM to 11:35 PM,11/14/18 7:33 PM,18-01141
1167,Individual reports losing cell phone while in the building,Lost Property,Closed,5700 S. Maryland (CCD),11/15/18 11:55 AM to 12:10 PM,11/15/18 12:21 PM,18-01142
1168,Secured bicycle taken from bike rack,Theft,Open,920 E. 58th St. (Cummings),11/15/18 9:30 AM to 5:30 PM,11/15/18 5:37 PM,18-01143
1169,"Ex-boyfriend forcibly took cell phone from victim while on the sidewalk / Suspect fled before police were called / As a result of a follow-up investigation, victim declined to prosecute the known suspect",Robbery,Ex. Cleared,1359 E. 58th St. (Public Way),11/15/18 10:50 PM,11/15/18 10:54 PM,18-01144
1170,UCPD officers arrested a subject wanted on a warrant by IL. Dept. of Corrections for violation of parole,Warrant Arrest,Arrest,5701 S. Harper (Public Way),11/15/18 11:08 PM,11/15/18 11:08 PM,18-01145
1171,Delayed Report / Car door frame dented and scratched,Criminal Damage to Property,Open,6000 S. Stony Island (Parking Lot),11/6/18 8:15 AM to 6:00 PM,11/16/18 8:55 AM,18-01146
1172,"UCPD officer recovered an unoccupied, vehicle that had been reported stolen to CPD",Assist Other Agency,CPD,1313 E. 62nd St.,11/17/18 12:31 PM,11/17/18 12:31 PM,18-01147
1173,Sick person transported by CFD EMS to UCMED for evaluation and treatment,Medical Call,Closed,6031 S. Ellis (Granville-Grossman RH),11/17/18 5:33 PM,11/17/18 5:33 PM,18-01148
1174,UC owned vehicle involved in minor property damage accident / No injuries reported / 2018-MVA00256,Traffic Crash,Closed,5550 S. Shore Dr.,11/17/18 9:58 PM,11/17/18 9:58 PM,18-01149
