,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
932,Wallet taken from purse hung on the back of a chair,Theft,Open,5758 S. Maryland (DCAM Caf�),9/24/19 2:00 PM to 3:15 PM,9/24/19 3:39 PM,19-00935
933,"Individual walking into private apartment building off-campus approached by three suspects who forcibly took victim's keys, iPhone and wallet / CPD case JC447197",Information / Robbery,CPD,Kimbark between 51st and 52nd,9/24/19 8:55 PM,9/24/19 9:39 PM,19-00936
934,Underage individual became ill after consuming alcoholic beverages / Transported to hospital by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,1101 E. 56th St. (Max Palevsky RH),9/25/19 2:16 AM,9/25/19 2:16 AM,19-00937
935,Individual was disoriented and was transported to friend's home,Information,Closed,6100 S. Ellis (Public Way),9/25/19 1:47 AM,9/25/19 1:47 AM,19-00938
936,Graffiti etched on wall in restroom stall,Criminal Damage to Property,Open,1362 E. 59th St. (Lab School),9/24/19 2:40 PM,9/25/19 10:32 AM,19-00939
937,Report concerning email received by a staff member,Information,Closed,1362 E. 59th St. (Lab School),9/24/19 9:05 AM,9/25/19 1:38 PM,19-00940
938,UCPD officers detained a battery suspect who was turned over to and arrested by CPD / CPD case JC448548,Assist Other Agency,CPD,5420 S. Lake Park (Public Way),9/25/19 8:32 PM,9/25/19 8:32 PM,19-00941
939,Underage individual became ill after consuming alcoholic beverages / Transported to UCMED by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,6031 S. Ellis (Granville-Grossman RH),9/26/19 3:05 AM,9/26/19 3:05 AM,19-00942
940,Person injured during P.E. class / Transported to Comer Hospital by CFD EMS for evaluation and treatment,Injured Person,Closed,5823 S. Kenwood (Lab School - Jackman Field),9/26/19 8:25 AM,9/26/19 9:00 AM,19-00943
941,Catalytic converter taken from car parked in the lot,Theft from Motor Vehicle,Open,6000 S. Stony Island (Parking Lot),9/26/19 7:40 AM to 1:00 PM,9/26/19 12:54 PM,19-00944
942,Found cash inventoried for safekeeping,Found Property,Closed,5656 S. Maryland (Parking Structure),9/27/19 11:07 AM,9/27/19 11:07 AM,19-00945
943,Report of ongoing harassing emails,Harassment by Electronic Means,Open,53rd St. between Kenwood and Dorchester,12/29/17 to 9/16/19,9/27/19 11:35 AM,19-00946
944,UCPD officers arrested a subject wanted on a warrant by CPD,Warrant Arrest,Arrest,5224 S. Lake Park,9/27/19 11:23 AM,9/27/19 11:23 AM,19-00947
945,Information regarding harassing phone call,Information,Closed,5801 S. Ellis (Levi Hall),9/27/19 9:10 AM,9/27/19 1:03 PM,19-00948
946,Information for the police,Information,Closed,450 City Front Plaza (Gleacher Center),8/31/19 to 9/1/19 4:45 PM to 8:00 AM,9/27/19 1:56 PM,19-00949
947,Purse found and turned over to UCPD / Owner notified,Found Property,Closed,850 E. 61st St. (UCPD HQ),9/27/19 1:30 AM,9/27/19 1:30 AM,19-00950
948,Staff member injured hand quelling a disturbance,Injured Person,Closed,6300 S. University (Woodlawn Charter School),9/27/19 3:10 PM,9/27/19 3:40 PM,19-00951
949,Cell phone found on bus was turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),9/24/19 to 9/27/19 10:00 AM to 5:00 PM,9/27/19 4:27 PM,19-00952
950,Subject deliberately smashed hospital window / Arrested by UCPD,Criminal Damage to Property,Arrest,5815 S. Maryland (Mitchell Hospital),9/27/19 8:08 PM,9/27/19 9:09 PM,19-00953
951,Individual was transported to UCMED for mental evaluation,Medical Call,Closed,5500 S. Ellis (Public Way),9/28/19 11:11 AM,9/28/19 11:11 AM,19-00954
952,"Cell phone taken from unattended, unsecured bag placed on gym floor",Theft,Open,5530 S. Ellis (Ratner A.C.),9/28/19 4:30 PM to 5:15 PM,9/28/19 6:12 PM,19-00955
953,"Unattended, unsecured cell phone left on gym floor was taken by unknown person",Theft,Open,5530 S. Ellis (Ratner A.C.),9/28/19 5:15 PM to 6:00 PM,9/28/19 6:12 PM,19-00956
954,Two unknown suspects took property from a victim in vestibule of off-campus private apartment building / CPD case JC452408,Information / Robbery,CPD,Harper between 54th & 55th,9/28/19 9:15 PM,9/28/19 9:23 PM,19-00957
955,"Unattended, unsecured iPhone left on gym floor was taken by unknown person",Theft,Open,5530 S. Ellis (Ratner A.C.),9/29/19 1:15 PM to 2:00 PM,9/29/19 2:48 PM,19-00958
956,"Unattended, unsecured iPhone left on gym floor was taken by unknown person",Theft,Open,5530 S. Ellis (Ratner A.C.),9/29/19 6:30 PM to 7:00 PM,9/29/19 7:07 PM,19-00959
957,Two suspects forcibly took property from a victim walking on the sidewalk off-campus / UCPD officers detained two suspects who were turned over to CPD / Suspects were positively identified by the victim and arrested by CPD,Assist Other Agency / Robbery,CPD,5419 S. Harper (Public Way),9/29/19 9:10 PM,9/29/19 9:12 PM,19-00960
958,Underage individual became ill after consuming alcoholic beverages / Transported to UCMED for evaluation and treatment,Liquor Law Violation,Referred,5615 S. University,9/30/19 12:46 AM,9/30/19 12:46 AM,19-00961
959,Underage individual became ill after consuming alcoholic beverages / Transported to UCMED by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,5500 S. University (Campus North RH),9/30/19 12:44 AM,9/30/19 12:44 AM,19-00962
960,Suspect took an inoperable display cell phone from the store / Suspect located and detained by UCPD / Complainant declined to prosecute / Model returned,Theft,Ex. Cleared,5222 S. Lake Park (Retail),9/30/19 10:35 AM,9/30/19 10:42 AM,19-00963
961,Shuttle bus driver found cell phone on bus / Turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),9/28/19 12:00 PM,9/30/19 2:41 PM,19-00964
962,UCPD officer arrested subject wanted on a warrant from Cook County Sheriff's Office,Warrant Arrest,Arrest,1361 E. 55th St. (Public Way),9/30/19 3:02 PM,9/30/19 3:02 PM,19-00965
963,Report requested to document a fight in school / Disciplinary action previously administered by school authorities,Information,Closed,6300 S. University (Woodlawn Charter School),8/23/19 11:30 AM,9/30/19 4:08 PM,19-00966
964,Staff member injured foot while walking in Nichols Park,Injured Person,Closed,1355 E. 53rd St. (Nichols Park),9/30/19 8:00 PM,9/30/19 11:47 PM,19-00967
965,"Unlawful entry made to private, off-campus apartment / Various items taken / CPD case JC455089",Information / Burglary,CPD,University between 62nd & 63rd,9/30/19 2:00 PM to 6:00 PM,9/30/19 11:30 PM,19-00968
966,Individual transported by CFD EMS to UCMED for evaluation,Mental Health Transport,Closed,Kimbark between 55th & 56th (Alley),10/1/19 8:50 AM,10/1/19 8:50 AM,19-00969
967,Individual transported by CFD EMS to Comer Hospital for evaluation,Mental Health Transport,Closed,6300 S. University (Woodlawn Charter School),10/1/19 1:48 PM,10/1/19 1:48 PM,19-00970
968,Staff member slipped on wet east exterior steps injuring right ankle / Transported to UCMED for evaluation and treatment,Injured Person,Closed,5801 S. Ellis (Levi Hall),10/2/19 7:55 AM,10/2/19 7:57 AM,19-00971
969,Number generated in error,Void,Void,Void,Void,Void,19-00972
970,Unknown subject observed taking unsecured bicycle from building vestibule,Theft,Open,5656 S. Maryland (UCMED),10/2/19 6:30 PM,10/2/19 10:54 PM,19-00973
971,Sick person escorted to UCMED for evaluation and treatment,Medical Call,Closed,5811 S. Ellis (Cobb Hall),10/3/19 10:30 AM,10/3/19 10:33 AM,19-00975
972,Person was transported to UCMED for evaluation,Mental Health Transport,Closed,1411 E. 53rd St. (Hotel),10/3/19 5:55 PM,10/3/19 5:57 PM,19-00976
973,Property found on UC Shuttle bus inventoried for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),10/4/19 1:26 PM,10/4/19 1:26 PM,19-00977
974,Individual reported sexual abuse by a roommate in off-campus private apartment / CPD case JC460485,Information / Sexual Abuse,CPD,Cornell between 55th & 56th,9/1/19 to 10/4/19 Various times,10/4/19 8:49 PM,19-00978
975,Staff member found suspect narcotics that was turned over to UCPD for proper disposal,Found Narcotics,Closed,5815 S. Maryland (Mitchell Hospital),10/5/19 12:50 AM,10/5/19 12:56 AM,19-00979
976,Unknown person(s) gained unlawful entry to resident's room and took a laptop and wallet,Burglary,Open,1414 E. 59th St. (I-House),10/5/19 12:00 PM to 12:30 PM,10/5/19 12:50 PM,19-00980
977,Person injured during a rugby match / Transported to UCMED for evaluation and treatment,Medical Call,Closed,1200 E. 61st St. (South Athletic Field),10/5/19 2:21 PM,10/5/19 2:21 PM,19-00981
978,"Delayed report of a battery by an acquaintance / Subsequent to follow up investigation, victim declined to prosecute",Battery,Ex. Cleared,5500 S. University (Campus North RH),10/4/19 5:00 PM,10/5/19 3:24 PM,19-00982
979,"Unattended cell phone, placed on the floor of gym, was taken by an unknown person",Theft,Open,5530 S. Ellis (Ratner A.C.),10/6/19 6:00 PM to 6:45 PM,10/6/19 7:08 PM,19-00983
980,UC owned vehicle involved in traffic crash 2019-MVA00192,Traffic Crash,Closed,5601 S. Cottage Grove (UC Service Facility),10/6/19 7:25 PM,10/6/19 7:35 PM,19-00984
981,Four unknown suspects forcibly took property from two persons walking on the sidewalk off-campus / Responding UCPD officer detained 4 suspects at 60th & Drexel / Suspects were identified by victims / Suspects turned over to and arrested by CPD / CPD case JC462662,Assist Other Agency / Robbery,CPD,5525 S. Kenwood (Public Way),10/6/19 9:20 PM,10/6/19 9:30 PM,19-00985
982,Debit card and UCID card lost or stolen while victim was in the building / Unauthorized use of debit card reported,Deceptive Practice,Open,5530 S. Ellis (Ratner A.C.),10/7/19 5:40 PM to 6:15 PM,10/7/19 7:59 PM,19-00987
983,Cell phone found on Shuttle bus turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),10/8/19 12:17 PM,10/8/19 12:17 PM,19-00988
984,UCPD officers assisted CPD to detain a subject wanted in violation of an order of protection / Subject arrested by CPD,Assist Other Agency,CPD/Arrest,1368 E. 53rd St. (Public Way),10/8/19 2:28 PM,10/8/19 2:28 PM,19-00989
985,Laptop taken from unlocked desk drawer,Theft,Open,950 E. 59th St. (Billings Hospital),10/4/19 to 10/9/19 5:30 PM to 9:30 AM,10/9/19 9:24 AM,19-00990
986,Report documenting verbal threat / Discipline handled by school administration,Information,Closed,6300 S. University (Woodlawn Charter School),10/8/19 3:50 PM,10/9/19 10:22 AM,19-00991
987,Passport found and turned over to UCPD / Owner notified,Found Property,Closed,850 E. 61st St. (UCPD HQ),10/9/19 9:47 AM,10/9/19 9:47 AM,19-00992
988,A round of .223 ammunition found on parkway turned over to UCPD,Found Property,Closed,6054 S. Drexel (Public Way),10/9/19 12:29 PM,10/9/19 12:29 PM,19-00993
989,Individual transported to UCMED by CFD EMS for evaluation,Medical Call,Closed,1371 E. 53rd St. (Nichols Park),10/9/19 9:36 AM,10/9/19 9:36 AM,19-00994
990,Number generated in error,Void,Void,Void,Void,Void,19-00995
991,UCID taken from desk top in unsecured office,Theft,Open,929 E. 57th St. (Gordon Center),10/9/19 12:15 PM to 12:45 PM,10/9/19 1:43 PM,19-00996
992,Individual transported to UCMED for evaluation,Mental Health Transport,Closed,5555 S. Woodlawn (Student Counseling Services),10/9/19 2:33 PM,10/9/19 2:33 PM,19-00997
993,Person reported lost wallet,Lost Property,Closed,56th & Ellis,10/7/19 10:00 PM,10/9/19 3:51 PM,19-00998
994,"Credit/debit cards taken from unattended, unsecured wallet",Theft,Open,1100 E. 57th St. (Regenstein Library),10/9/19 2:00 PM to 3:00 PM,10/9/19 4:58 PM,19-00999
995,Unattended cell phone taken,Theft,Open,1131 E. 57th St. (Hutchinson),10/4/19 6:00 PM to 6:30 PM,10/9/19 8:41 PM,19-01000
996,Underage individual became ill after consuming alcoholic beverages / Transported to UCMED for treatment,Liquor Law Violation,Referred,5748 S. University,10/9/19 11:25 PM,10/9/19 11:25 PM,19-01001
997,"Two unknown suspects, one armed with a handgun, took property from a victim walking on the sidewalk off-campus / CPD case JC466862",Information / Armed Robbery,CPD,5219 S. Kimbark (Public Way),10/9/19 11:40 PM,10/9/19 11:56 PM,19-01002
998,UCPD officers assisted CPD in the arrest of a suspect charged with criminal trespass to vehicle and possession of stolen / mislaid property / CPD case JC466901,Assist Other Agency,CPD,4941 S. Kimbark (Public Way),10/9/19 10:30 PM,10/10/19 12:01 AM,19-01003
999,Wallet found on UC Shuttle Bus turned over to UCPD / Wallet returned to owner,Found Property,Closed,850 E. 61st St. (UCPD HQ),10/10/19 12:56 PM,10/10/19 12:56 PM,19-01004
1000,2- fit bits taken from cabinet in office,Theft,Open,860 E. 59th St. (Goldblatt),10/3/19 to 10/10/19 12:00 PM to 3:00 PM,10/10/19 3:56 PM,19-01005
1001,Note binder found and turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),10/10/19 5:02 PM,10/10/19 5:02 PM,10-01006
1002,Underage individual became ill after consuming alcoholic beverages / Transported to UCMED by CFD EMS,Liquor Law Violation,Referred,1101 E. 56th St. (Max Palevsky RH),10/12/19 12:15 AM,10/12/19 12:15 AM,19-01007
1003,A suspect gained entry to off-campus business by breaking front door / Cash taken from cash registers / CPD case JC469816,Information / Burglary,CPD,5506 S. Lake Park (Restaurant),10/12/19 1:30 AM,10/12/19 9:13 AM,19-01008
1004,Unknown suspect fired shots in the direction of three people walking on the sidewalk off-campus / No injuries reported / Damage to window of a nearby business was observed / CPD case JC470017,Information / Aggravated Assault,CPD,848 E. 49th St. (Public Way),10/12/19 1:35 PM,10/12/19 1:38 PM,19-01009
1005,A person fell from the building and was transported to UCMED by CFD EMS where he was pronounced dead / CPD case JC470212,Information / Death Investigation,CPD,915 E. 60th St. (Logan Center),10/12/19 4:04 PM,10/12/19 4:05 PM,19-01010
1006,Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS for evaluation,Liquor Law Violation,Referred,5615 S. University,10/13/19 12:33 AM,10/13/19 12:33 AM,19-01011
1007,UCPD officers arrested a subject wanted on a warrant,Warrant Arrest,Arrest,5706 S. University (Reynolds Club),10/14/19 9:29 AM,10/14/19 9:29 AM,19-01012
1008,"Meal vouchers taken from desk drawer in office / Suspect, In possession of vouchers, was arrested by UCPD officers on 10/16/19",Theft,Arrest,5758 S. Maryland (DCAM),10/11/19 to 10/14/19 4:00 PM to 8:20 AM,10/14/19 12:10 PM,19-01013
1009,Skate board taken from building vestibule / Property located and returned to owner / No theft occurred,Theft,Unfounded,1101 E. 56th St. (Max Palevsky RH),10/13/19 7:00 AM to 11:00 AM,10/14/19 12:32 PM,19-01014
1010,A student verbally assaulted a staff member / Victim declined prosecution / School to handle disciplinary action,Assault,Closed,6300 S. University (Woodlawn Charter School),10/15/19 8:15 AM,10/15/19 9:46 AM,19-01015
1011,Individual transported to UCMED for evaluation,Mental Health Transport,Closed,5555 S. Woodlawn (Student Counseling Services),10/15/19 9:55 AM,10/15/19 9:55 AM,19-01016
1012,Staff member found suspect marijuana that was turned over to UCPD for proper disposal,Found Narcotics,Closed,6300 S. University (Woodlawn Charter School),10/15/19 1:12 PM,10/15/19 1:12 PM,19-01017
1013,Person reports losing wallet in building,Lost Property,Closed,5757 S. University (Saieh Hall),10/15/19 11:30 AM to 11:50 AM,10/15/19 3:37 PM,19-01018
1014,Secured bicycle taken from bike rack,Theft,Open,5700 S. Maryland (CCD Bike Rack),10/15/19 7:30 AM to 6:15 PM,10/15/19 6:19 PM,19-01019
1015,"An unknown suspect, armed with a handgun, attempted to take property from victim walking on the sidewalk / Victim fled / No property taken / CPD case JC474363",Information / Attempt Armed Robbery,CPD,915 E. 61st St. (Public Way),10/16/19 4:20 AM,10/16/19 4:23 AM,19-01020
1016,Member of UC swim team injured arm / Transported to UCMED by CFD EMS for evaluation and treatment,Injured Person,Closed,5550 S. University (Crown Field House),10/16/19 6:00 AM,10/16/19 7:31 AM,19-01021
1017,Individual fell lacerating head on a metal bar / Transported to UCMED by CFD EMS for evaluation and treatment,Injured Person,Closed,5530 S. Ellis (Ratner A.C.),10/16/19 12:20 PM,10/16/19 12:22 PM,19-01022
1018,Secured bicycle taken from bike rack,Theft,Open,5840 S. Kenwood (Lab School Bike Rack),10/10/19 to 10/12/19 7:45 AM to 12:00 PM,10/16/19 1:54 PM,19-01023
1019,Number generated in error,Void,Void,Void,Void,Void,19-01024
1020,Report of damage to UC owned vehicle,Information,Closed,6054 S. Drexel,10/16/19 12:00 AM to 7:30 AM,10/17/19 3:43 PM,19-01025
1021,Tote bag found on bench outside of building / Owner notified,Found Property,Closed,5801 S. Ellis,10/17/19 6:50 PM,10/17/19 6:50 PM,19-01026
1022,Rear window of parked car smashed with a piece of concrete,Criminal Damage to Vehicle,Open,850 E. 56th St. (Public Way),10/17/19 to 10/18/19 6:55 PM to 3:00 AM,10/18/19 3:10 AM,19-01027
1023,A set of keys found in Uber vehicle turned into UCPD for safekeeping,Found Property,Closed,850 E. 61st. St. (UCPD HQ),10/18/19 11:02 AM,10/18/19 11:02 AM,19-01028
1024,Window of parked car damaged / Cause unknown,Damage to Vehicle,Closed,1427 E. 60th St. (Press Building Parking Lot),10/18/19  9:45 AM to 7:10 PM,10/18/19 7:21 PM,19-01029
1025,Person skateboarding on ramp fell and struck her head on pavement / Transported to UCMED by CFD EMS for evaluation and treatment,Injured Person,Closed,5630 S. University (Max Palevsky RH),10/18/19 7:35 PM,10/18/19 7:37 PM,19-01030
